Артикул распродажи,Наименование,Бренд,Модель,Полная цена,Обычная цена,Цена распродажи,Скидка в %,Описание,Ссылка на товар,Изображение уцененного,Обычное изображение
425467038,Scarlett,Масляный радиатор,SC 21.1507 S4,156.0,103.2,103.2,34,"Новый, трещина на колесе.",https://www.21vek.by/heaters/sc211507s4_scarlett.html,https://cdn21vek.by/img/galleries/6940/131/sale/4196768/preview/3926264514566197031.jpg,https://cdn21vek.by/img/galleries/6940/131/preview/sc211507s4_scarlett_61532bb7a096d.jpeg
425450113,Вихрь,Измельчитель зерна,ЗД-350К,198.0,148.5,148.5,25,"Был немного в эксплуатации, после сервисного обслуживания (ремонт электросхемы). Царапины. Гарантия до 20.04.2023г.",https://www.21vek.by/garden_shredders/350_vihr_01.html,https://cdn21vek.by/img/galleries/5745/940/sale/4181233/preview/4271016593251803013.jpg,https://cdn21vek.by/img/galleries/5745/940/preview/350_vihr_01_5dea45554f3a7.jpeg
425422138,Cersanit,Унитаз напольный,Geo 031,296.04,186.51,186.51,37,Разбита крышка бачка,https://www.21vek.by/wc_pans/geo031_cersanit.html,https://cdn21vek.by/img/galleries/425/911/sale/4056042/preview/2818068498354558549.jpg,https://cdn21vek.by/img/galleries/425/911/preview/geo031_cersanit_5ed8fac090d44.jpeg
425415883,LG,Пылесос,VK76W02HY,459.95,235.87,290.91,37,"Был в эксплуатации, после сервисного обслуживания (замена мотора), царапины, загрязнения, гарантия 3 месяца.",https://www.21vek.by/vacuum/vk76w02hy_lg.html,https://cdn21vek.by/img/galleries/476/97/sale/4117735/preview/6396619197182372086.jpg,https://cdn21vek.by/img/galleries/476/97/preview/vk76w02hy_lg_5c2f36e0765bc.jpeg
425442563,LG,Пылесос,VK76W02HY,459.95,235.87,235.87,49,"Был в эксплуатации, после сервисного обслуживания (ремонт пылесборника), царапины, загрязнения, гарантия 3 месяца.",https://www.21vek.by/vacuum/vk76w02hy_lg.html,https://cdn21vek.by/img/galleries/476/97/sale/4160648/preview/475159962981600780.jpg,https://cdn21vek.by/img/galleries/476/97/preview/vk76w02hy_lg_5c2f36e0765bc.jpeg
425449103,Galaxy,LED-лампа для маникюра,GL 4950,63.0,47.25,47.25,25,"Была в эксплуатации, после сервиса, гарантия до 22.01.2023г.",https://www.21vek.by/nail_lamps/gl4950_galaxy.html,,https://cdn21vek.by/img/galleries/6222/749/preview/gl4950_galaxy_5f9fc614be199.jpeg
425216327,DeLonghi,Кофеварка эспрессо,ECP31.21,549.0,179.96,179.96,67,"Была в эксплуатации, после сервисного обслуживания (замена бойлера), царапины, загрязнения, в комплекте нет фильтродержателя, крема-фильтра 2шт, крема-фильтра чалды ESE, дозатор для кофе/прессователь, гарантия 3 месяца.",https://www.21vek.by/coffee_machines/ecp3121_delonghi.html,https://cdn21vek.by/img/galleries/365/24/sale/4046084/preview/6341908198174808824.jpg,https://cdn21vek.by/img/galleries/365/24/preview/ecp3121_delonghi_588b537785b6b.jpeg
425450843,Ridex,Самокат,Marvellous,185.0,148.0,148.0,20,"Новый, сколы, потертости, отклеен частично материал.",https://www.21vek.by/kids_scooter/marvellous_ridex_01.html,https://cdn21vek.by/img/galleries/6276/474/sale/4182381/preview/4826970782787950701.jpg,https://cdn21vek.by/img/galleries/6276/474/preview/marvellous_ridex_01_5fe34f62a39fe.jpeg
425467018,Ridex,Самокат,Marvellous,185.0,148.0,166.5,20,"Новый, упаковка нетоварного вида.",https://www.21vek.by/kids_scooter/marvellous_ridex_01.html,https://cdn21vek.by/img/galleries/6276/474/sale/4196770/preview/3776636444789588168.jpg,https://cdn21vek.by/img/galleries/6276/474/preview/marvellous_ridex_01_5fe34f62a39fe.jpeg
425331248,Sundays,Трехколесный велосипед с ручкой,SJ-6506,217.0,99.75,99.75,54,"Новый, сломано крепление родительской ручки. Гарантия 14 дней.",https://www.21vek.by/kids_bikes/sj6506_sundays_01.html,https://cdn21vek.by/img/galleries/1149/688/sale/4074180/preview/2192002307622082334.jpg,https://cdn21vek.by/img/galleries/1149/688/preview/sj6506_sundays_01_60a365d42a2cc.jpeg
425468353,Sundays,Трехколесный велосипед с ручкой,SJ-6506,217.0,99.75,99.75,54,"Был в эксплуатации, после сервисного центра(сварка родительской ручки). Следы использования. Гарантия 1 месяц.",https://www.21vek.by/kids_bikes/sj6506_sundays_01.html,https://cdn21vek.by/img/galleries/1149/688/sale/4074159/preview/8324062767206101509.jpg,https://cdn21vek.by/img/galleries/1149/688/preview/sj6506_sundays_01_60a365d42a2cc.jpeg
425448283,ATLANT,Холодильник с морозильником,ХМ-4625-501,1231.0,1107.9,1107.9,10,"Новый, вмятина на левой боковой стенке, повреждена заводская упаковка, полная гарантия.",https://www.21vek.by/refrigerators/4625501_atlant.html,https://cdn21vek.by/img/galleries/7393/473/sale/4177449/preview/7938204598311665676.jpg,https://cdn21vek.by/img/galleries/7393/473/preview/4625501_atlant_625087f04b523.png
425449473,Askona,Подушка для сна,Glow,56.0,36.4,36.4,35,"Новая, несколько загрязнений",https://www.21vek.by/bed_pillows/glow_askona.html,https://cdn21vek.by/img/galleries/5855/382/sale/4179221/preview/6610084721265468370.jpg,https://cdn21vek.by/img/galleries/5855/382/preview/glow_askona_5e1d86b9edc2c.jpeg
425449033,Ridex,Самокат,Force 145мм,135.0,121.5,121.5,10,"Новый, упаковка нетоварного вида.",https://www.21vek.by/kids_scooter/force145_ridex_02.html,https://cdn21vek.by/img/galleries/6273/638/sale/4178556/preview/845949634338297197.jpg,https://cdn21vek.by/img/galleries/6273/638/preview/force145_ridex_02_605ade399c6cf.jpeg
425463008,Bubago,Детская прогулочная коляска,BG 1420/2 Model 2,408.0,306.0,306.0,25,"Новая, потетости на каркасе, нет одного фиксатора на заднее колесо",https://www.21vek.by/strollers/bg14202model2_bubago_04.html,https://cdn21vek.by/img/galleries/6474/135/sale/4186857/preview/7307231558138701208.jpg,https://cdn21vek.by/img/galleries/6474/135/preview/bg14202model2_bubago_04_61cc974ab409b.jpeg
425468413,Little Doctor,Тонометр,LD12,75.65,56.74,56.74,25,"Был в эксплуатации, после сервиса, царапины, гарантия до 27.10.2023г.",https://www.21vek.by/blood_pressure_monitors/ld12_little_doctor.html,https://cdn21vek.by/img/galleries/636/0/sale/4170468/preview/3210003002285371792.jpg,https://cdn21vek.by/img/galleries/636/0/preview/ld12_little_doctor_5b48ab2e6937e.jpeg
425424608,Kitfort,Отпариватель,KT-984-1,94.0,59.22,59.22,37,"Был в эксплуатации, после сервисного обслуживания (ремонт платы), царапины, загрязнения, гарантия по 11.04.2023г.",https://www.21vek.by/garment_steamers/kt9841_kitfort.html,https://cdn21vek.by/img/galleries/6476/789/sale/4139116/preview/7492736512706028220.jpg,https://cdn21vek.by/img/galleries/6476/789/preview/kt9841_kitfort_6073f86eee3c9.jpeg
425441793,Kitfort,Отпариватель,KT-984-1,94.0,59.22,65.8,37,"Был в эксплуатации, после сервисного обслуживания (замена помпы), царапины, загрязнения, гарантия по 06.04.2023г.",https://www.21vek.by/garment_steamers/kt9841_kitfort.html,https://cdn21vek.by/img/galleries/6476/789/sale/4160599/preview/153169799363286415.jpg,https://cdn21vek.by/img/galleries/6476/789/preview/kt9841_kitfort_6073f86eee3c9.jpeg
425462558,Kitfort,Отпариватель,KT-984-1,94.0,59.22,65.8,37,"Был в эксплуатации, после сервисного обслуживания (прокачка помпы), царапины, загрязнения, гарантия по 06.03.2023г.",https://www.21vek.by/garment_steamers/kt9841_kitfort.html,https://cdn21vek.by/img/galleries/6476/789/sale/4185950/preview/7198913248648986907.jpg,https://cdn21vek.by/img/galleries/6476/789/preview/kt9841_kitfort_6073f86eee3c9.jpeg
425462693,Kitfort,Отпариватель,KT-984-1,94.0,59.22,65.8,37,"Был в эксплуатации, после сервисного обслуживания (ремонт эл. цепи), царапины, загрязнения, гарантия по 03.04.2023г.",https://www.21vek.by/garment_steamers/kt9841_kitfort.html,https://cdn21vek.by/img/galleries/6476/789/sale/4186126/preview/2429920618689660372.jpg,https://cdn21vek.by/img/galleries/6476/789/preview/kt9841_kitfort_6073f86eee3c9.jpeg
425467478,Kitfort,Отпариватель,KT-984-1,94.0,59.22,65.8,37,"Был в эксплуатации, после сервисного обслуживания (ремонт подачи воды), царапины, загрязнения, гарантия по 07.05.2023г.",https://www.21vek.by/garment_steamers/kt9841_kitfort.html,https://cdn21vek.by/img/galleries/6476/789/sale/4198259/preview/4855465421206344693.jpg,https://cdn21vek.by/img/galleries/6476/789/preview/kt9841_kitfort_6073f86eee3c9.jpeg
425205975,Maunfeld,Кофемашина,MF-720S Pro,619.0,284.74,315.69,49,"Была в эксплуатации, после сервисного обслуживания (замена платы), царапины, загрязнения, повреждена заводская упаковка, гарантия по 13.02.2023г.",https://www.21vek.by/coffee_machines/mf720spro_maunfeld.html,https://cdn21vek.by/img/galleries/6182/412/sale/4033952/preview/3659551795349457528.jpg,https://cdn21vek.by/img/galleries/6182/412/preview/mf720spro_maunfeld_5f7c16642db16.jpeg
425219349,Maunfeld,Кофемашина,MF-720S Pro,619.0,284.74,315.69,49,"Была в эксплуатации, после ремонта в сервисном центре (замена фильтра), царапины, гарантия по  15.01.2023г.",https://www.21vek.by/coffee_machines/mf720spro_maunfeld.html,https://cdn21vek.by/img/galleries/6182/412/sale/3949799/preview/385495762089445792.jpg,https://cdn21vek.by/img/galleries/6182/412/preview/mf720spro_maunfeld_5f7c16642db16.jpeg
425349338,Maunfeld,Кофемашина,MF-720S Pro,619.0,284.74,420.92,32,"Новая, после сервисного обслуживания, царапины, загрязнения, гарантия по 18.03.2023г.",https://www.21vek.by/coffee_machines/mf720spro_maunfeld.html,https://cdn21vek.by/img/galleries/6182/412/sale/4094716/preview/3465888340050206163.jpg,https://cdn21vek.by/img/galleries/6182/412/preview/mf720spro_maunfeld_5f7c16642db16.jpeg
425349453,Maunfeld,Кофемашина,MF-720S Pro,619.0,284.74,420.92,32,"Новая, после сервисного обслуживания, царапины, загрязнения, гарантия по 25.02.2023г.",https://www.21vek.by/coffee_machines/mf720spro_maunfeld.html,https://cdn21vek.by/img/galleries/6182/412/sale/4094703/preview/3796996587426966963.jpg,https://cdn21vek.by/img/galleries/6182/412/preview/mf720spro_maunfeld_5f7c16642db16.jpeg
425415853,Maunfeld,Кофемашина,MF-720S Pro,619.0,284.74,501.39,19,"Новый, царапины, загрязнения, полная гарантия.",https://www.21vek.by/coffee_machines/mf720spro_maunfeld.html,https://cdn21vek.by/img/galleries/6182/412/sale/4118019/preview/6953030375047652815.jpg,https://cdn21vek.by/img/galleries/6182/412/preview/mf720spro_maunfeld_5f7c16642db16.jpeg
425424208,Maunfeld,Кофемашина,MF-720S Pro,619.0,284.74,389.97,37,"Была в эксплуатации, после сервисного обслуживания (замена клапана), царапины, гарантия по 13.03.2023г.",https://www.21vek.by/coffee_machines/mf720spro_maunfeld.html,https://cdn21vek.by/img/galleries/6182/412/sale/4143201/preview/3221688917992452671.jpg,https://cdn21vek.by/img/galleries/6182/412/preview/mf720spro_maunfeld_5f7c16642db16.jpeg
425424228,Maunfeld,Кофемашина,MF-720S Pro,619.0,284.74,389.97,37,"Была в эксплуатации, после сервисного обслуживания (замена патрубка), царапины, загрязнения, гарантия по 25.02.2023г.",https://www.21vek.by/coffee_machines/mf720spro_maunfeld.html,https://cdn21vek.by/img/galleries/6182/412/sale/4143383/preview/5138208479388921746.jpg,https://cdn21vek.by/img/galleries/6182/412/preview/mf720spro_maunfeld_5f7c16642db16.jpeg
425424258,Maunfeld,Кофемашина,MF-720S Pro,619.0,284.74,470.44,24,"Новая, после сервисного обслуживания (замена клапана), царапины, гарантия по 20.02.2023г.",https://www.21vek.by/coffee_machines/mf720spro_maunfeld.html,https://cdn21vek.by/img/galleries/6182/412/sale/4143472/preview/2911693219057101406.jpg,https://cdn21vek.by/img/galleries/6182/412/preview/mf720spro_maunfeld_5f7c16642db16.jpeg
425434268,Maunfeld,Кофемашина,MF-720S Pro,619.0,284.74,389.97,37,"Была в эксплуатации, после сервисного обслуживания (ремонт капучинатора), царапины, загрязнения, в комплекте нет рожка и фильтра, гарантия по 29.01.2023г.",https://www.21vek.by/coffee_machines/mf720spro_maunfeld.html,https://cdn21vek.by/img/galleries/6182/412/sale/4142259/preview/3268459430700487508.jpg,https://cdn21vek.by/img/galleries/6182/412/preview/mf720spro_maunfeld_5f7c16642db16.jpeg
